Enu,Ereco
0.007336754322052002,0.0066543382611725715
0.02525436782836914,0.018707697741233622
0.010900041580200196,0.006563318630740443
0.02225535011291504,0.005437613984629908
0.02225535011291504,0.02077042853041819
0.019019596099853518,0.02008563601180247
0.024205608367919924,0.023299248568259986
0.01077920150756836,0.005150371929690638
0.020532852172851564,0.017989540955111783
0.025884408950805664,0.014043563744113247
0.025884408950805664,0.020583742968284403
0.02778645896911621,0.026717613121554653
0.01224923610687256,0.01305315386458567
0.029609296798706056,0.02783614148764352
0.02758924865722656,0.023847144981906217
0.019149967193603516,0.012867025248252664
0.022631828308105468,0.010577089659415994
0.018389062881469728,0.016500288836204323
0.007918193817138671,0.009868826500617775
0.004783785820007325,0.005474158069178859
0.013525163650512696,0.013190091482841285
0.014929608345031738,0.015172734161898892
0.02368461799621582,0.017731372706138407
0.016484113693237306,0.013633255859896939
0.02639617156982422,0.027583628527366434
0.007332833290100098,0.007547684303962502
0.026867465972900392,0.02197017275496653
0.02207931900024414,0.020027714602195535
0.010350878715515138,0.011018465420291225
0.01710285758972168,0.012124214045249734
0.02279847526550293,0.023537079683982644
0.029492542266845705,0.02585906400351266
0.017851520538330078,0.020686532847129617
0.01617068290710449,0.01672234620718698
0.005179807186126709,0.0055446670260880385
0.01729664421081543,0.011405613800570766
0.007472396373748779,0.008154562374636928
0.029233568191528322,0.022977142235324183
0.028261211395263674,0.014141651980125222
0.004510390281677246,0.005086239418074885
0.01839320373535156,0.012092928787753383
0.02714373779296875,0.024612215868675028
0.012812153816223144,0.012857564799033914
0.027856462478637697,0.023886646172091762
0.008026284217834473,0.009032809845649513
0.02336851692199707,0.022238067528292934
0.021435249328613282,0.014624517313682351
0.027653392791748048,0.026894022814475806
0.027653392791748048,0.005165271958396235
0.018598766326904298,0.01794658841757516
0.022712175369262694,0.004847509166285792
0.022712175369262694,0.021277734657809536
0.0058114204406738285,0.0077304867711518194
0.006021497249603272,0.005424753328845301
0.02744005012512207,0.022084478279635708
0.02744005012512207,0.010002957932197366
0.005196871280670166,0.005610897323176661
0.0065451588630676275,0.006593682190463343
0.01912199401855469,0.01607846533461741
0.01692563819885254,0.017998788734957975
0.02133473014831543,0.0206439436879609
0.007499278545379639,0.008125780722186367
0.02084355926513672,0.01655823220877389
0.01462957763671875,0.014267067782127175
0.022511949539184572,0.020561692110740454
0.005624520778656006,0.005344410797641077
0.0058386740684509275,0.005590157887027064
0.009771658897399902,0.009715518852755825
0.01292264461517334,0.0118851140658491
0.011947264671325683,0.014056793562614236
0.027362380981445313,0.020998531214439186
0.00905471706390381,0.005282039066836634
0.00905471706390381,0.006849771400973597
0.022647546768188476,0.020931013008639615
0.022647546768188476,0.0048525513020012765
0.014992676734924318,0.016465330978915494
0.023915969848632812,0.019362240664207254
0.027834352493286134,0.024563705345675747
0.006325982570648194,0.0048768345323059945
0.006325982570648194,0.005836786290690699
0.021376129150390624,0.020134422175132546
0.029889692306518556,0.0179272602717512
0.029889692306518556,0.0048688936439011486
0.01323153018951416,0.01016280256911448
0.006221889495849609,0.006269804855868617
0.008949108123779297,0.009177579752647195
0.027542675018310547,0.014626795670077603
0.022072088241577147,0.009412601849124232
0.005624361515045166,0.005882075211093226
0.005410898208618164,0.005907916208789149
0.026614757537841798,0.014242022387229714
0.006433221340179444,0.00857604991599253
0.010403584480285645,0.010144789568626198
0.026587972640991213,0.015470794550620828
0.02450369453430176,0.022567657372042936
0.017726325988769533,0.014725374123141568
0.02338877105712891,0.00830617939635447
0.02338877105712891,0.006256503244921961
0.013162635803222656,0.011724923988864223
0.025253931045532228,0.0241096275965803
0.011289176940917968,0.011440794340812478
0.011289176940917968,0.004958362301871577
0.007267292499542236,0.007092472693011561
0.011508302688598633,0.009218693634555141
0.021984788894653322,0.02126276960043649
0.016764707565307617,0.016893002382957253
0.02278255653381348,0.022726253410861295
0.02278255653381348,0.004827489038989344
0.014028754234313965,0.01535533322958688
0.011971800804138184,0.01173189582495431
0.028606885910034182,0.019741821161948954
0.022142011642456057,0.022210806719505104
0.007661445140838623,0.00813605727820138
0.007664449214935303,0.008896067997500697
0.027016494750976564,0.025395592562400614
0.029275823593139648,0.013986683241569313
0.014656865119934082,0.013867763392173561
0.017156120300292968,0.010832373997256558
0.019598621368408203,0.0052474307027314095
0.019598621368408203,0.010775552145683083
0.0262373104095459,0.01795751749678782
0.02523590278625488,0.01469103228255442
0.00966215991973877,0.005173564991042414
0.00966215991973877,0.0090764183011506
0.0050177197456359865,0.005367500564143458
0.023363571166992187,0.011798871418521206
0.023363571166992187,0.009595542332217495
0.021023210525512696,0.020502017876193324
0.02250403594970703,0.018090388199374478
0.019789440155029297,0.018488086601779263
0.027890371322631835,0.020489803215548795
0.010605707168579101,0.012558710447990212
0.014456676483154298,0.012797514311515603
0.014016139030456544,0.013840125910484108
0.02930146789550781,0.019990552775108132
0.01805665397644043,0.020201788775169167
0.02629449272155762,0.022839880816184793
0.019008111953735352,0.016844639679477018
0.01960347557067871,0.02000681769057444
0.02616125297546387,0.02621017827658395
0.005867447376251221,0.005413396617457667
0.02861066246032715,0.029958683840476785
0.013716044425964356,0.014204168192588601
0.02302009391784668,0.013007159582816872
0.014565008163452148,0.01450580587057809
0.014689943313598634,0.013287120720431606
0.009806377410888672,0.007522836109683314
0.019259567260742187,0.02037416066794137
0.020006065368652345,0.01751234998373727
0.011254280090332032,0.008970006844088833
0.023005128860473633,0.020796689888522426
0.027109941482543944,0.01286003624602488
0.01943729019165039,0.019026224037692347
0.004921553134918213,0.0050221669879410655
0.02566836166381836,0.018251493326865945
0.00593201208114624,0.006841944357440272
0.027789642333984375,0.019182371966087138
0.010907771110534668,0.01136441936163644
0.027979909896850588,0.015776525370322977
0.02971841812133789,0.028866656176292214
0.025369346618652346,0.01976902951864938
0.029531620025634767,0.020360763451144497
0.02975868797302246,0.010781811615512173
0.02225527572631836,0.017439490191184792
0.018853689193725588,0.013440579764091286
0.018853689193725588,0.004994640490100184
0.013407792091369629,0.010128084532462868
0.01120202922821045,0.011706430336520473
0.025267871856689453,0.011971719614707742
0.02333150291442871,0.022393006197654518
0.01167032527923584,0.012590130202018532
0.013568785667419434,0.013665872923576149
0.012767335891723634,0.014310169092857155
0.010524328231811524,0.012335331789695534
0.0071419448852539065,0.006508973738238612
0.025430946350097655,0.018213820358798306
0.024391082763671877,0.01666692911788157
0.01944192314147949,0.01814740263625315
0.005207645416259766,0.005462841650531092
0.01712611198425293,0.015983380219027798
0.01768537712097168,0.018059083839938442
0.004154450416564942,0.004900690218493739
0.019315311431884766,0.01786250960036448
0.02449382972717285,0.022974105736300748
0.016634033203125,0.01626424013777903
0.02268838882446289,0.01397065579100779
0.01372844409942627,0.008623414894625942
0.01904926109313965,0.016708834521018776
0.02478292655944824,0.017459537407443326
0.02400806427001953,0.022137494942233365
0.02400806427001953,0.005025814017340937
0.025935394287109375,0.004826752265975276
0.025935394287109375,0.01995406519576243
0.015485976219177246,0.01615666379599313
0.028518577575683594,0.02716744696303538
0.019564815521240234,0.014060935847007546
0.008440797805786132,0.0061485634055588635
0.02821587944030762,0.02594503583578805
0.029748283386230468,0.02221172513632516
0.00723079776763916,0.006998814484164515
0.00723079776763916,0.00501362874178628
0.028801902770996094,0.026719268700167935
0.025350114822387696,0.014919549843356411
0.025350114822387696,0.005187338074729243
0.026540555953979493,0.005081439694449702
0.026540555953979493,0.02073519696860055
0.004475354671478271,0.0057083159890625864
0.01354084873199463,0.013702301880404751
0.025299476623535155,0.020662073961936745
0.006392983436584473,0.006610946079776087
0.024156034469604494,0.015201960436546121
0.023968435287475585,0.022598581215426725
0.02728619384765625,0.02497944440512399
0.018937803268432616,0.015099837176048073
0.021226985931396485,0.018098658434592994
0.021850627899169923,0.018151029459678444
0.010731505393981934,0.004806698640868464
0.010731505393981934,0.010579920193240444
0.008095742225646973,0.005475378653094569
0.02758548164367676,0.00840125789313058
0.025266874313354493,0.007963892928802284
0.025266874313354493,0.011690227409884731
0.012286686897277832,0.010889541498863014
0.012107848167419433,0.014001610151969704
0.012503647804260254,0.011539872996055398
0.007394901275634766,0.007217557093188563
0.018866094589233398,0.019134931465670864
0.009756603240966798,0.009553947798454079
0.025763744354248046,0.022824612490379127
0.010930549621582032,0.010725016495272915
0.005257030010223389,0.0058529325929139045
0.021941659927368164,0.012542085997306619
0.018662511825561525,0.021103084437095437
0.02492597770690918,0.02023859395651559
0.01975102424621582,0.018752370735690395
0.029040964126586914,0.025518604179904262
0.029040964126586914,0.0050805645790551095
0.01746535301208496,0.008422104469978127
0.01746535301208496,0.009860416046821389
0.005999175071716309,0.00583866240648965
0.023881776809692383,0.01600314985915354
0.02386763572692871,0.021712953468844692
0.026772430419921875,0.01826143538161448
0.01091659164428711,0.011399765392825405
0.02103812026977539,0.020010622879550258
0.014562037467956543,0.012737157694541725
0.009251064300537109,0.008475897213504115
0.01702246856689453,0.01391264810232858
0.015199922561645507,0.01699074639944772
0.009186398506164551,0.008132226845309535
0.026471940994262696,0.014845427414462369
0.005325274467468262,0.005818036219165126
0.008026082992553711,0.004976978203341761
0.008026082992553711,0.008482216736361781
0.02075503158569336,0.00693347372679452
0.0058713359832763675,0.006392350336596766
0.022173856735229494,0.011635360142276088
0.01959857749938965,0.01646167745260934
0.01622893524169922,0.01010937204031686
0.02160063934326172,0.019839695803367408
0.014543182373046875,0.01441526781722239
0.017892410278320312,0.007782650582038673
0.017892410278320312,0.012994517676078591
0.006877034187316894,0.005085872551486292
0.017660364151000977,0.017599722763583462
0.023913572311401367,0.02373503865866403
0.021531469345092775,0.019679561516330043
0.017926733016967775,0.019482784172580044
0.018901252746582033,0.016902626864158426
0.007408289909362793,0.00706214394240121
0.011156702995300293,0.010890149971530238
0.02389444923400879,0.021866128822848597
0.02389444923400879,0.004825766345546046
0.007850518226623535,0.008528167835914407
0.028375690460205077,0.007735102049552711
0.028375690460205077,0.02357086171774606
0.004971709728240967,0.005383364459559717
0.016393468856811522,0.014455150477134499
0.021554105758666994,0.022026180140220435
0.022994239807128905,0.022155536552951136
0.019101152420043947,0.020279962441012662
0.014786064147949219,0.0145253666844819
0.025501745223999023,0.02532407271071604
0.02077669334411621,0.020023143669650356
0.011523706436157227,0.011146910091922084
0.005465847015380859,0.00558861710695962
0.009818838119506837,0.0051599317398522285
0.028316162109375,0.028024845949851784
0.007088739395141602,0.0056208231654618175
0.026322731018066408,0.023812729708396707
0.015331064224243164,0.01732867421774606
0.017515729904174805,0.015840238444053443
0.009518430709838868,0.010282245032035621
0.013679189682006836,0.013593041321322719
0.013162217140197755,0.012788246981345924
0.013392581939697265,0.014849405161582742
0.016220264434814453,0.011084362408206264
0.01750515937805176,0.013275920740806375
0.024299760818481446,0.017331872841403285
0.01542457389831543,0.0181195849101179
0.028447774887084963,0.0248075293508027
0.004652430057525635,0.005443805834338465
0.013327243804931641,0.013581788889610084
0.013327243804931641,0.008081450602099697
0.0064925565719604495,0.00569098367361764
0.01633420753479004,0.016843692680880824
0.02676797103881836,0.019925642840110572
0.02131228256225586,0.0204885596242402
0.022889341354370117,0.02109172238974313
0.0171961612701416,0.015389130465232643
0.013886261940002441,0.013270358940646449
0.02748916435241699,0.02104128729506663
0.01557070255279541,0.014083167931124966
0.02983274269104004,0.01632819639846018
0.018956356048583985,0.01927347936300973
0.01320969295501709,0.013574420830294887
0.019039594650268554,0.014225001236483853
0.028587865829467773,0.01962747850088815
0.014290678024291993,0.015800643822238246
0.02842430305480957,0.0315115031209443
0.029883905410766604,0.0259110392537568
0.009760444641113282,0.007921535870120325
0.010634675979614257,0.01142439686461619
0.010724058151245117,0.012531535498344216
0.011569411277770997,0.011893813482963356
0.009769037246704101,0.0051699277368042855
