Ereco,weights
0.0175107558246298,0.156121816529601
0.00921089716884124,17.29194805762
0.0110693805415655,14.2909413309854
0.00657329341908344,20.6563021868756
0.00753717187186056,0.540709967484498
0.0131523285075776,0.0155511377504454
0.0103209051017497,26.0567803286283
0.0151796516190549,0.00745310978189637
0.0145817289895875,0.168482791195656
0.0136455083245657,0.042314432480348
0.015446357962132,0.0107800604159139
0.0152888948431361,0.0378143957285576
0.0100062638944098,0.0041840451154688
0.011754846819341,0.0041840451154688
0.0143354918254671,0.113149403948359
0.0154518712205088,0.00757598100276631
0.0164211061317311,0.00385890187286415
0.0139827334864142,0.000939878564327397
0.0139509645275578,3.91999307820293
0.00864385551902894,0.111463764370433
0.0137179654273413,0.414181633047465
0.0178782722188241,0.0088146651588007
0.0160515947841377,0.0560071031099425
0.00485359657623154,13.1854076682165
0.0170221321295428,0.000610609045328444
0.00815570294972123,0.000113734844804665
0.0126397615142796,1.53885573827723
0.0167158724697902,0.00332175151543247
0.0129555987806245,6.01864518535411
0.0119283507388503,0.00950294012425193
0.0103768233870878,0.0736703380043114
0.0150867022853654,0.0478844277227031
0.011058287749032,22.4965102348479
0.0148605097557808,0.00382107366904797
0.0153040073221204,0.2140764262739
0.0131978388342101,0.051145630806905
0.0163921816897541,1.1867606472178
0.00926918428431561,0.770242269802569
0.0161552440665889,0.000435572635922853
0.00797295507809127,14.8595541254892
0.00536068794927404,14.8595541254892
0.0096846869294275,12.0646348278746
0.0100936108807074,23.786553257996
0.00906727963448355,17.5803310578171
0.0107067684512795,3.80707227532082
0.0176266226458347,0.000307686784708733
0.0104414884480584,17.3145861401335
0.0164481912210204,0.0304443065455682
0.0179706865550054,0.000262328960159376
0.0187434448319581,0.012993558752206
0.0143611323254345,2.55734874757598
0.011592188847128,11.7843756710129
0.0122713456121002,5.91763305500119
0.0152244492560086,2.10041880913371
0.01705492161916,0.0129157272695316
0.0124720719721442,0.00307585488256251
0.016485859081094,0.00322095960712175
0.0153470232362797,0.559478148852096
0.011000360581668,4.17087683940194
0.0135572049207635,0.0407855386794288
0.0148367777671781,0.478689835168838
0.0107316823343439,22.8457510636909
0.0163813491908355,0.0424043477495791
0.01408115861905,0.250335551158999
0.0112611233617633,0.016673372395576
0.0126316861240972,2.36860424465442
0.0124316988702383,1.00240391951158
0.0161051896228804,0.00358116295391202
0.0118131701936231,0.0487316280479844
0.0144724002797622,0.252293727075965
0.015384780421285,0.00187426569410615
0.0156706141245009,0.102230170028964
0.00751004716201963,0.000336794683288418
0.0161750629868484,0.000877246027500813
0.0128758226800143,2.84527943635123
0.0155495327584628,0.00110317224781561
0.0141265921072276,0.0026089620674031
0.010950446849546,8.4663688375268
0.0184319494964114,0.00403492375409876
0.0114478192426645,0.257911634688144
0.00703453594990225,0.00677117333781169
0.0171933111617094,0.00533973302833351
0.0146714827471037,0.116600500485126
0.0167637485035371,0.00990784087376493
0.0144408046908344,0.0299059109026873
0.0152535648371312,0.0266976136501633
0.0160404309119307,0.00316163481573672
0.0172507038118143,0.00399672004323585
0.0161001825470652,0.403756978781406
0.0181689295455005,0.00315092123844723
0.0103756967226764,6.90979688874686
0.0158143786164888,0.00771511842007854
0.0179627730101756,0.00171307978033151
0.00971272867494342,0.0148653142106378
0.00876642421796244,0.23296606956055
0.0157987772439108,0.00153420795549111
0.0151243182771325,0.000186662317041825
0.0138617092700201,0.00424312411414464
0.0151932321019767,0.0225624002133232
0.016157140090074,0.000408869162468743
0.0158196219762686,0.00398313035264704
0.0151636439557301,0.000532253954649019
0.0142973514016722,5.40017977838313
0.0120621053986445,1.31712531394008
0.0048290156858936,9.43384943213776
0.0148084920537118,0.000151800843278047
0.0102740726493181,4.49618074609256
0.0152678291961878,0.0541694644680757
0.0151938218478834,0.0765915635107698
0.012125211571005,0.000226876009429341
0.0165673631165983,0.000149686176718846
0.00778421381623177,20.6135262354192
0.0156288180458856,0.000326868408466381
0.0114743064204097,2.09100908010021
0.0123558588899286,1.61134618869631
0.014660212260997,0.000308181044118934
0.0137895609660194,2.66846356118913
0.0141696848584392,0.0175269516191514
0.0131762943774968,0.0503560262160587
0.00950544283383706,1.49961075551599
0.0105123218313993,19.2888041194404
0.0115071602634075,0.914566925037341
0.0107894692703705,3.96185653679976
0.0118893497072481,9.68970526943311
0.0159549177568585,0.00218240491541533
0.0142329864935899,0.075127236825152
0.0103683441088067,9.4403913527934
0.0144130242022368,0.00605384183071773
0.0139548223686561,1.39878299082208
0.0127586932853026,0.425609990008359
0.00747222538350904,2.45915691130686
0.0128528475626058,0.523907202082987
0.00660654226557138,1.3022040470167
0.0152926042872595,0.066651676672513
0.0100704306969291,9.86072812342957E-05
0.0110414862339289,3.99235945199642
0.0185990733050955,0.00114997246608871
0.0113510043838909,0.010347036651954
0.0103624259990278,20.8687304893135
0.0122476693309915,5.54222726182568
0.0119484117032584,6.45590355179947
