Ereco,mask,side
0.00088088916015625,True,0
0.00276886083984375,True,
0.000392138122558594,True,
0.00010984529876709,True,
0.000903200012207031,True,
0.000224009872436523,True,
0.00104470324707031,True,
0.00205307006835937,True,
0.000647724975585938,True,
0.000805010192871094,True,
0.000154227005004883,True,
0.000293120635986328,True,
0.000906289001464844,True,
0.000648060974121094,True,
0.00368598559570313,True,
0.000534908813476563,True,
0.00118868591308594,True,
0.00104376000976563,True,
0.000455678771972656,True,
0.00155792346191406,True,
0.000060224300384521,True,
0.000122021797180176,True,
0.00131944396972656,True,
0.000119388000488281,True,
0.0052800478515625,True,
0.000496682006835938,True,
0.000653153991699219,True,
0.00177192175292969,True,
0.00111917797851563,True,
0.000095600883483887,True,
0.000289094604492188,True,
0.00043831689453125,True,
0.00323663110351562,True,
0.000935041015625,True,
0.0014061416015625,True,
0.000078803329467773,True,
0.00100691107177734,True,
0.000209841735839844,True,
0.001172123046875,True,
0.000337119995117187,True,
0.00325171118164062,True,
0.000140229782104492,True,
0.00126735095214844,True,
0.000217792999267578,True,
0.000260205291748047,True,
0.000023358999252319,True,
0.000491799011230469,True,
0.000202490005493164,True,
0.000781861999511719,True,
0.003961037109375,True,
0.0005567919921875,True,
0.000955971740722656,True,
0.000190835571289063,True,
0.000292352996826172,True,
0.000295774261474609,True,
0.000267503997802734,True,
0.000936737976074219,True,
0.000278807006835937,True,
0.00133768701171875,True,
0.00318868383789062,True,
0.000153893096923828,True,
0.000504195007324219,True,
0.0004426123046875,True,
0.000724940979003906,True,
0.00259288037109375,True,
0.000545154113769531,True,
0.00485613818359375,True,
0.000184111999511719,True,
0.00138305700683594,True,
0.00017489387512207,True,
0.000670497985839844,True,
0.00128501196289063,True,
0.000331906005859375,True,
0.000109827423095703,True,
0.00124862951660156,True,
0.000488084808349609,True,
0.000306885986328125,True,
0.0023773369140625,True,
0.00010311865234375,True,
0.00156467895507813,True,
0.000255985870361328,True,
0.000910427001953125,True,
0.000110098739624023,True,
0.00186310205078125,True,
0.000572607543945313,True,
0.00186672912597656,True,
0.00021797200012207,True,
0.000098437278747559,True,
0.00013286589050293,True,
0.000408463104248047,True,
0.000686442993164063,True,
0.00397314892578125,True,
0.00390360888671875,True,
0.000591424987792969,True,
0.0058917001953125,True,
0.0020217236328125,True,
0.000882559997558594,True,
0.00009887708282471,True,
0.000141690704345703,True,
0.00190176916503906,True,
0.00134614697265625,True,
0.000423362915039063,True,
0.0000979526367187,True,
0.000125188949584961,True,
0.000955057006835938,True,
0.000113713768005371,True,
0.000768956970214844,True,
0.000093315246582031,True,
0.000213521072387695,True,
0.000988388000488281,True,
0.000083871879577637,True,
0.00021164176940918,True,
0.000379416809082031,True,
0.000964426025390625,True,
0.000371363006591797,True,
0.00213093530273437,True,
0.000357657012939453,True,
0.000157276000976562,True,
0.000082540100097656,True,
0.000042460601806641,True,
0.000072623237609863,True,
0.000013644499778748,True,
0.00151997045898438,True,
0.000517547973632813,True,
0.0016511357421875,True,
0.000105940078735352,True,
0.00279096875,True,
0.000392821990966797,True,
0.0005554501953125,True,
0.00124548303222656,True,
0.000439553985595703,True,
0.000141498992919922,True,
0.000666807983398438,True,
0.000342091705322266,True,
0.000302986694335937,True,
0.000118735908508301,True,
0.000096874977111816,True,
0.000778963317871094,True,
0.00157516796875,True,
0.00283050732421875,True,
0.00102865515136719,True,
0.00214951391601562,True,
0.000152216003417969,True,
0.000311319000244141,True,
0.00231117309570313,True,
0.000001971809983253,True,
0.00283449926757812,True,
0.00070192041015625,True,
0.0048513701171875,True,
0.00289886206054687,True,
0.00190656298828125,True,
0.000840067016601562,True,
0.00152269946289063,True,
0.00198397802734375,True,
0.000182401992797852,True,
0.000360220886230469,True,
0.00223919287109375,True,
0.00387256030273437,True,
0.00202675598144531,True,
0.000272030609130859,True,
0.00099647998046875,True,
0.00123540124511719,True,
0.00199179333496094,True,
0.000114500770568848,True,
0.000160557556152344,True,
0.000728165161132813,True,
0.000587427978515625,True,
0.000383588287353516,True,
0.000186873687744141,True,
0.00231867211914063,True,
0.0008185078125,True,
0.000052291599273682,True,
0.00159323803710938,True,
0.00125069604492188,True,
0.00239791577148437,True,
0.00343539990234375,True,
0.000177005905151367,True,
0.000399951080322266,True,
0.00234325708007812,True,
0.00118484802246094,True,
0.000074005996704102,True,
0.00509942919921875,True,
0.00100772229003906,True,
0.0003178330078125,True,
0.000766064392089844,True,
0.00008108094024658,True,
0.000132442001342773,True,
0.000097856742858887,True,
0.000929160827636719,True,
0.000223872406005859,True,
0.00114615795898437,True,
0.000454231994628906,True,
0.000222639724731445,True,
0.000270127014160156,True,
0.00142128674316406,True,
0.00103440502929688,True,
0.000205639007568359,True,
0.000806356018066406,True,
0.000339885986328125,True,
0.00066193701171875,True,
0.000028951400756836,True,
0.000997877990722656,True,
0.000132549713134766,True,
0.000383902893066406,True,
0.0048471083984375,True,
0.000181834396362305,True,
0.000449528015136719,True,
0.000108853477478027,True,
0.000106735076904297,True,
0.000091983627319336,True,
0.000068742698669434,True,
0.000082747642517090,True,
0.00115683605957031,True,
0.00326489990234375,True,
0.0014515849609375,True,
0.000646349609375,True,
0.00234982006835937,True,
0.000670664978027344,True,
0.000081439620971680,True,
0.000142064086914063,True,
0.000106212867736816,True,
0.000519828979492188,True,
0.000111004737854004,True,
0.000493938995361328,True,
0.000328170104980469,True,
0.000754309020996094,True,
0.000295185455322266,True,
0.000711658325195313,True,
0.00102411010742188,True,
0.000062692378997803,True,
0.000888231872558594,True,
0.000128253005981445,True,
0.000080154510498047,True,
0.000345301605224609,True,
0.0061644892578125,True,
0.000915542297363281,True,
0.000318673431396484,True,
0.00018329948425293,True,
0.000275575012207031,True,
0.00059085498046875,True,
0.00107057995605469,True,
0.00123892834472656,True,
0.000087583641052246,True,
0.000936976989746094,True,
0.00290509497070313,True,
0.00451468505859375,True,
0.0011268310546875,True,
0.00079377099609375,True,
0.000088198562622070,True,
0.000383862335205078,True,
0.000113446578979492,True,
0.000717765014648438,True,
0.000428067993164063,True,
0.000878527709960938,True,
0.000673960998535156,True,
0.000450308013916016,True,
0.000186115417480469,True,
0.000120198997497559,True,
0.000156998992919922,True,
0.00124781140136719,True,
0.000216901306152344,True,
0.00125530249023438,True,
0.000019620800018311,True,
0.00318121508789062,True,
0.000063383579254150,True,
0.000118354881286621,True,
0.000154327117919922,True,
0.000096032180786133,True,
0.000241212783813477,True,
0.00112852197265625,True,
0.00135584497070313,True,
0.0063399619140625,True,
0.00367986303710937,True,
0.00062809765625,True,
0.000796895874023438,True,
0.00129676403808594,True,
0.0054615,True,
0.000294246002197266,True,
0.0016122626953125,True,
0.000328507995605469,True,
0.000607848693847656,True,
0.00110836499023438,True,
0.000080873641967773,True,
0.000120845977783203,True,
0.00076223876953125,True,
0.000082503921508789,True,
0.000154317916870117,True,
0.003926208984375,True,
0.00386639916992188,True,
0.000264162109375,True,
0.00271303198242187,True,
0.000813717407226562,True,
0.004276134765625,True,
0.00051468798828125,True,
0.00196813903808594,True,
0.000298340515136719,True,
0.00210279809570312,True,
0.000106018516540527,True,
0.00206442797851563,True,
0.00224318798828125,True,
