Ereco,Mask
0.0066543382611725715,True
0.018707697741233622,True
0.006563318630740443,True
0.005437613984629908,True
0.02077042853041819,True
0.02008563601180247,True
0.023299248568259986,True
0.005150371929690638,True
0.017989540955111783,True
0.014043563744113247,False
0.020583742968284403,False
0.026717613121554653,True
0.01305315386458567,True
0.02783614148764352,True
0.023847144981906217,True
0.012867025248252664,True
0.010577089659415994,False
0.016500288836204323,True
0.009868826500617775,False
0.005474158069178859,True
0.013190091482841285,True
0.015172734161898892,True
0.017731372706138407,True
0.013633255859896939,False
0.027583628527366434,False
0.007547684303962502,False
0.02197017275496653,True
0.020027714602195535,True
0.011018465420291225,False
0.012124214045249734,True
0.023537079683982644,True
0.02585906400351266,True
0.020686532847129617,False
0.01672234620718698,True
0.0055446670260880385,True
0.011405613800570766,True
0.008154562374636928,True
0.022977142235324183,True
0.014141651980125222,True
0.005086239418074885,True
0.012092928787753383,True
0.024612215868675028,True
0.012857564799033914,True
0.023886646172091762,True
0.009032809845649513,False
0.022238067528292934,True
0.014624517313682351,True
0.026894022814475806,True
0.005165271958396235,True
0.01794658841757516,True
0.004847509166285792,False
0.021277734657809536,True
0.0077304867711518194,True
0.005424753328845301,True
0.022084478279635708,True
0.010002957932197366,True
0.005610897323176661,False
0.006593682190463343,True
0.01607846533461741,True
0.017998788734957975,True
0.0206439436879609,True
0.008125780722186367,True
0.01655823220877389,True
0.014267067782127175,True
0.020561692110740454,True
0.005344410797641077,True
0.005590157887027064,True
0.009715518852755825,True
0.0118851140658491,True
0.014056793562614236,True
0.020998531214439186,True
0.005282039066836634,True
0.006849771400973597,True
0.020931013008639615,True
0.0048525513020012765,True
0.016465330978915494,False
0.019362240664207254,True
0.024563705345675747,True
0.0048768345323059945,True
0.005836786290690699,False
0.020134422175132546,True
0.0179272602717512,True
0.0048688936439011486,True
0.01016280256911448,True
0.006269804855868617,True
0.009177579752647195,True
0.014626795670077603,True
0.009412601849124232,True
0.005882075211093226,True
0.005907916208789149,True
0.014242022387229714,True
0.00857604991599253,True
0.010144789568626198,True
0.015470794550620828,True
0.022567657372042936,True
0.014725374123141568,True
0.00830617939635447,True
0.006256503244921961,False
0.011724923988864223,True
0.0241096275965803,True
0.011440794340812478,True
0.004958362301871577,False
0.007092472693011561,True
0.009218693634555141,True
0.02126276960043649,True
0.016893002382957253,True
0.022726253410861295,True
0.004827489038989344,True
0.01535533322958688,False
0.01173189582495431,True
0.019741821161948954,True
0.022210806719505104,True
0.00813605727820138,False
0.008896067997500697,True
0.025395592562400614,True
0.013986683241569313,False
0.013867763392173561,False
0.010832373997256558,False
0.0052474307027314095,True
0.010775552145683083,False
0.01795751749678782,True
0.01469103228255442,True
0.005173564991042414,False
0.0090764183011506,True
0.005367500564143458,False
0.011798871418521206,True
0.009595542332217495,True
0.020502017876193324,True
0.018090388199374478,True
0.018488086601779263,True
0.020489803215548795,True
0.012558710447990212,True
0.012797514311515603,True
0.013840125910484108,True
0.019990552775108132,True
0.020201788775169167,True
0.022839880816184793,True
0.016844639679477018,True
0.02000681769057444,False
0.02621017827658395,True
0.005413396617457667,True
0.029958683840476785,False
0.014204168192588601,True
0.013007159582816872,True
0.01450580587057809,True
0.013287120720431606,True
0.007522836109683314,True
0.02037416066794137,True
0.01751234998373727,True
0.008970006844088833,True
0.020796689888522426,True
0.01286003624602488,True
0.019026224037692347,True
0.0050221669879410655,True
0.018251493326865945,True
0.006841944357440272,True
0.019182371966087138,True
0.01136441936163644,True
0.015776525370322977,True
0.028866656176292214,True
0.01976902951864938,True
0.020360763451144497,True
0.010781811615512173,True
0.017439490191184792,True
0.013440579764091286,True
0.004994640490100184,True
0.010128084532462868,True
0.011706430336520473,True
0.011971719614707742,False
0.022393006197654518,True
0.012590130202018532,True
0.013665872923576149,True
0.014310169092857155,True
0.012335331789695534,True
0.006508973738238612,True
0.018213820358798306,True
0.01666692911788157,True
0.01814740263625315,True
0.005462841650531092,True
0.015983380219027798,True
0.018059083839938442,False
0.004900690218493739,True
0.01786250960036448,True
0.022974105736300748,True
0.01626424013777903,True
0.01397065579100779,True
0.008623414894625942,False
0.016708834521018776,True
0.017459537407443326,True
0.022137494942233365,True
0.005025814017340937,True
0.004826752265975276,False
0.01995406519576243,True
0.01615666379599313,True
0.02716744696303538,True
0.014060935847007546,True
0.0061485634055588635,True
0.02594503583578805,True
0.02221172513632516,True
0.006998814484164515,True
0.00501362874178628,False
0.026719268700167935,True
0.014919549843356411,True
0.005187338074729243,False
0.005081439694449702,False
0.02073519696860055,True
0.0057083159890625864,True
0.013702301880404751,True
0.020662073961936745,True
0.006610946079776087,False
0.015201960436546121,False
0.022598581215426725,True
0.02497944440512399,False
0.015099837176048073,True
0.018098658434592994,True
0.018151029459678444,True
0.004806698640868464,False
0.010579920193240444,True
0.005475378653094569,True
0.00840125789313058,True
0.007963892928802284,False
0.011690227409884731,True
0.010889541498863014,True
